Case: My Case


,Input - General

,,Input,Value
,,Application Type,New Construction
,,Analysis Mode,Design
,,Reference Building,My Design


,Input - Geometry Screen

,,Input,Value,Units
,,Finished Floor Area,3000,sqft
,,Bedrooms,1
,,Bathrooms,2
,,Occupants,10


,Input - Options Screen

,,Group Name,Category Name,Option Name,My Design,


,Output - Simulation Utility Bills

,,Point,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,
,,,Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (E),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Fixed Charge (G),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (E),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (G),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (O),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),Energy Charge (P),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),PV Credit (E),
,,,[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],[$/yr],
,,My Design,147.456,150.9949,154.6188,158.3297,162.1296,166.0207,170.0052,174.0853,178.2634,182.5417,186.9227,191.4088,196.0026,200.7067,205.5237,210.4562,215.5072,220.6794,225.9757,231.3991,236.9527,242.6395,248.4629,254.426,260.5322,266.785,273.1878,279.7443,286.4582,293.3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3415.839,3497.819,3581.767,3667.729,3755.754,3845.893,3938.194,4032.711,4129.496,4228.604,4330.09,4434.012,4540.429,4649.399,4760.984,4875.248,4992.254,5112.068,5234.758,5360.392,5489.042,5620.778,5755.677,5893.813,6035.265,6180.111,6328.434,6480.316,6635.844,6795.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,Output - Simulation Cost Multipliers

